NAME_2,NAME_3,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long
bekasi,sukawangi,68.314,105.052,29.12,3.12,Cropland,0.35,0.044,35.984,2020,1,1,-6.1187,107.091
Aceh Timur,sungairaya,54.683,90.711,27.79,23.757,Unknown,0.592,0.435,38.76,2023,12,1,4.6661,97.8862
Aceh Tamiang,bandarpusaka,72.736,94.165,23.96,139.137,Tree Cover,0.571,3.232,39.206,2022,10,1,4.2735,97.8512
Pidie,mutiaratimur,36.976,96.151,32.34,27.998,Unknown,0.513,0.256,32.727,2024,11,1,5.2561,95.9877
Kota Medan,medanmaimun,48.288,87.703,41.91,30.586,Unknown,0.311,0.096,34.744,2023,11,1,3.5678,98.6835
Aceh Jaya,panga,83.697,104.098,25.33,230.01,Unknown,0.63,3.313,34.078,2023,11,1,4.6413,95.8098
jakarta timur,cakung,78.474,156.775,29.72,7.969,Built-up,0.193,0.102,38.81,2020,2,1,-6.1885,106.9409
Karawang,telukjambebarat,96.207,130.293,31.56,42.015,Unknown,0.507,0.526,35.971,2024,11,1,-6.3574,107.2456
Kerinci,kelilingdanau,53.78,71.224,24.05,1056.946,Tree Cover,0.708,7.85,33.458,2021,3,1,-2.2356,101.4027
Indragiri Hilir,keritang,65.823,94.873,26.41,13.114,Tree Cover,0.528,0.162,34.725,2022,10,1,-0.6971,102.8419
Langkat,wampu,54.57,79.736,31.12,37.765,Unknown,0.78,0.394,34.869,2022,11,1,3.7002,98.34
Aceh Singkil,simpangkanan,83.569,114.462,28.27,87.944,Unknown,0.611,1.236,34.7,2023,11,1,2.4295,98.0379
Pandeglang,sukaresmi,99.589,151.024,25.140000000000004,9.522,Unknown,0.32,0.188,38.593,2020,12,1,-6.501,105.8383
Cianjur,agrabinta,141.48,292.588,27.75,62.134,Unknown,0.652,1.245,35.829,2022,9,1,-7.3939,106.8961
Padang Pariaman,batanganai,37.027,59.667,28.45,169.303,Unknown,0.75,3.195,31.943,2023,7,1,-0.7532,100.3155
Pidie Jaya,meureudu,56.67,103.883,26.24,1040.084,Tree Cover,0.699,7.926,36.717,2020,5,1,5.0584,96.2408
Deli Serdang,bangunpurba,53.011,110.828,29.4,108.297,Tree Cover,0.539,0.545,31.97,2024,11,1,3.371,98.8205
Aceh Utara,langkahan,26.402,54.096,29.44,70.801,Tree Cover,0.772,1.152,37.182,2022,3,1,4.8834,97.4394
bogor,parung,75.091,124.863,27.06,104.116,Tree cover,0.447,0.338,41.546,2024,1,1,-6.4349,106.7128
Aceh Utara,tanahluas,24.964,54.07,29.44,231.229,Tree Cover,0.783,2.622,36.645,2022,3,1,4.9673,97.1376
Aceh Timur,sungairaya,47.013,71.752,29.63,23.757,Unknown,0.668,0.435,36.939,2022,2,1,4.6661,97.8862
Lebak,leuwidamar,80.487,163.083,24.64,247.903,Tree Cover,0.519,2.609,37.971,2024,12,1,-6.5741,106.2216
Batu Bara,medangderas,65.434,92.719,30.48,5.006,Unknown,0.433,0.085,39.225,2022,11,1,3.3788,99.3629
bekasi,pebayuran,77.173,155.427,28.8,7.055,Cropland,0.204,0.061,39.231,2020,2,1,-6.1593,107.2485
kota bekasi,medansatria,22.107,43.328,38.58,10.53,Built-up,0.307,0.136,37.558,2022,4,1,-6.1989,106.9836
jakarta selatan,jagakarsa,19.677,52.391,35.76,57.304,Built-up,0.421,0.27,38.94,2022,7,1,-6.334,106.8224
tangerang,tigaraksa,63.672,124.858,26.03,29.506,Tree cover,0.373,0.225,38.265,2020,1,1,-6.2657,106.4673
Padang Pariaman,batanganai,62.42,101.883,31.56,169.303,Unknown,0.601,3.195,32.224,2022,9,1,-0.7532,100.3155
tangerang selatan,ciputat,37.758,59.13,38.07,44.431,Built-up,0.436,0.212,40.709,2022,4,1,-6.3082,106.7277
Padang Lawas,barumun,69.72,89.432,26.02,742.154,Unknown,0.558,6.439,39.206,2023,12,1,0.9887,99.7031
jakarta selatan,pasarminggu,68.881,121.899,39.0,35.89,Built-up,0.311,0.23,41.387,2021,11,1,-6.2908,106.8293
Karawang,tegalwaru,85.529,134.731,26.96,272.577,Tree Cover,0.566,4.904,40.412,2021,2,1,-6.522,107.243
Serang,kragilan,33.064,72.261,29.04,17.36,Unknown,0.35,0.166,38.353,2022,12,1,-6.1431,106.2752
Karawang,karawangtimur,78.755,127.154,27.99111111111111,13.183,Unknown,0.301,0.081,42.626,2021,2,1,-6.2998,107.3332
Lebak,sobang,52.915,88.782,26.26,642.53,Tree Cover,0.765,6.354,37.897,2023,4,1,-6.6483,106.3221
Serang,jawilan,65.905,110.461,27.59,31.247,Tree Cover,0.516,0.242,39.372,2021,2,1,-6.2887,106.3435
Aceh Utara,dewantara,42.268,57.676,35.58,9.405,Tree Cover,0.28,0.234,35.063,2022,10,1,5.2367,97.0084
Pelalawan,pangkalankerinci,57.78,117.264,27.4,16.298,Unknown,0.428,0.254,34.31,2024,1,1,0.3625,101.8487
Kaur,kaurselatan,95.294,143.33,27.81,242.626,Unknown,0.789,2.328,36.313,2021,9,1,-4.7321,103.4002
Nias Barat,mandrehe,82.573,125.915,30.21,121.09,Tree Cover,0.623,2.515,36.401,2022,11,1,1.0518,97.5072
Aceh Tamiang,tenggulun,80.49,130.051,23.55,448.694,Unknown,0.371,5.699,38.96,2022,12,1,4.0212,97.9403
kota bekasi,jatiasih,40.426,73.38,36.57,39.466,Built-up,0.356,0.259,40.782,2022,2,1,-6.3072,106.9524
Kota Solok,lubuksikarah,15.371,26.932,27.99,757.448,Unknown,0.664,5.064,29.793,2023,9,1,-0.795,100.6108
Pandeglang,pagelaran,82.347,152.63,28.19,12.296,Tree Cover,0.56,0.32,38.115,2022,12,1,-6.4191,105.8561
Kuantan Singingi,pangean,73.16,136.53,27.66,72.926,Unknown,0.504,0.369,39.28,2023,12,1,-0.4628,101.6897
bogor,megamendung,30.328,79.864,26.29,877.32,Tree cover,0.741,5.463,35.454,2022,7,1,-6.6635,106.9177
Aceh Selatan,trumon,73.776,109.227,26.14,46.794,Unknown,0.621,0.53,35.931,2023,11,1,2.6548,97.7086
kota bekasi,medansatria,30.829,84.164,40.37,10.53,Built-up,0.224,0.136,36.736,2021,10,1,-6.1989,106.9836
Indragiri Hulu,batangcenaku,54.052,77.316,28.9,118.518,Tree Cover,0.793,1.231,38.94,2021,4,1,-0.7941,102.2349
bogor,sukaraja,59.961,93.942,32.36,276.337,Tree cover,0.646,1.706,37.188,2021,5,1,-6.5792,106.8408
Rokan Hulu,tambusai,93.727,142.805,27.93,71.757,Unknown,0.557,0.361,33.76,2023,12,1,1.0991,100.2624
Kota Binjai,binjaiutara,48.911,104.474,35.16,26.836,Tree Cover,0.433,0.145,34.128,2023,10,1,3.6429,98.4983
bogor,cibinong,66.494,105.22,27.06,134.037,Built-up,0.389,0.322,40.683,2024,1,1,-6.4839,106.8354
bekasi,cabangbungin,82.497,132.052,30.16,3.757,Cropland,0.09,0.053,39.649,2021,2,1,-6.0781,107.1363
tangerang selatan,pondokaren,32.27,69.673,37.57,28.61,Built-up,0.346,0.18,41.417,2022,12,1,-6.2664,106.7114
Aceh Timur,julok,46.539,69.808,30.23,27.334,Unknown,0.569,0.476,36.887,2022,2,1,5.0373,97.601
jakarta selatan,jagakarsa,77.282,120.694,36.65,57.304,Built-up,0.216,0.27,41.613,2021,2,1,-6.334,106.8224
Pesisir Selatan,lengayang,35.023,78.491,25.08,662.353,Unknown,0.78,6.473,32.344,2021,12,1,-1.5744,100.8304
Kerinci,danaukerinci,58.362,77.914,23.57,1271.297,Unknown,0.655,7.757,35.276,2021,3,1,-2.0322,101.5812
bogor,ciomas,47.031,84.944,34.82,268.719,Built-up,0.454,1.946,37.579,2023,1,1,-6.6095,106.762
Tapanuli Selatan,sipirok,36.055,70.083,25.73,952.712,Tree Cover,0.67,6.118,37.823,2024,4,1,1.6034,99.2995
kota bekasi,jatiasih,64.373,88.471,37.38,39.466,Built-up,0.288,0.259,40.561,2020,1,1,-6.3072,106.9524
jakarta selatan,jagakarsa,36.901,86.501,37.7,57.304,Built-up,0.304,0.27,40.535,2023,1,1,-6.334,106.8224
Serang,cikande,38.377,58.885,33.12,17.595,Unknown,0.593,0.161,38.992,2020,3,1,-6.1913,106.3541
Aceh Tenggara,bukittusam,27.386,40.844,31.53,151.33,Unknown,0.633,1.454,36.33,2022,1,1,3.4136,97.8686
Aceh Tamiang,bandarpusaka,45.043,80.822,25.44,139.137,Tree Cover,0.601,3.232,38.665,2023,12,1,4.2735,97.8512
Bengkulu Tengah,pondokkelapa,36.867,82.701,28.37,25.32,Unknown,0.77,0.423,30.546,2023,6,1,-3.6763,102.2698
kota tangerang,cibodas,34.962,59.665,39.55,19.751,Built-up,0.327,0.128,37.295,2022,4,1,-6.2058,106.608
Bireuen,jeunieb,80.436,179.681,26.46,402.042,Unknown,0.699,4.859,35.685,2023,1,1,5.0747,96.4798
bogor,gunungputri,71.558,133.642,37.67,81.462,Built-up,0.426,0.389,40.853,2022,10,1,-6.4052,106.9313
Asahan,setiajanji,25.435,54.19,31.81,56.632,Tree Cover,0.775,0.375,34.542,2020,4,1,2.9372,99.4891
Langkat,wampu,32.342,61.816,30.68,37.765,Unknown,0.738,0.394,32.977,2022,2,1,3.7002,98.34
Langkat,padangtualang,54.401,86.647,30.3,24.96,Tree Cover,0.682,0.351,34.739,2022,11,1,3.8143,98.3232
Aceh Tamiang,bendahara,44.089,72.857,29.12,4.953,Unknown,0.682,0.094,33.712,2024,10,1,4.4122,98.1833
Indragiri Hulu,batangperanap,46.4,70.886,27.1,85.986,Tree Cover,0.545,0.588,37.538,2023,3,1,-0.7308,101.8675
Kepulauan Anambas,siantan,54.054,123.716,23.55,185.43,Unknown,0.306,5.258,24.13314814814815,2021,1,1,3.2058,106.2376
Kepulauan Mentawai,siporaselatan,51.715,107.201,26.76,73.394,Tree Cover,0.603,1.779,38.953,2020,1,1,-2.244,99.7179
bekasi,cikarangpusat,67.501,132.606,31.47,34.68,Built-up,0.329,0.347,39.238,2020,2,1,-6.3596,107.1836
Merangin,tiangpumpung,52.308,94.342,24.8,231.899,Tree Cover,0.577,2.321,38.771,2024,1,1,-2.3063,102.2431
bekasi,tambunselatan,77.72,158.05,29.23,20.065,Built-up,0.21,0.152,39.246,2020,2,1,-6.2571,107.0543
tangerang selatan,pamulang,39.103,81.905,37.57,59.039,Built-up,0.304,0.233,41.659,2022,12,1,-6.3395,106.7391
Kuantan Singingi,kuantanhilir,59.698,95.905,27.79,69.289,Tree Cover,0.684,0.433,38.559,2024,5,1,-0.472,101.7699
Simeulue,teupahselatan,84.702,131.592,24.85,44.171,Unknown,0.446,1.085,38.3615,2022,12,1,2.3168,96.4861
Lampung Selatan,sragi,33.423,54.157,28.59,12.602,Tree Cover,0.468,0.228,41.35,2024,2,1,-5.6426,105.754
Aceh Tenggara,tanohalas,49.354,72.089,23.03,1111.944,Tree Cover,0.812,8.503,37.531,2023,5,1,3.2368,97.6703
bogor,caringin,97.012,213.182,28.53,765.651,Tree cover,0.529,4.954,36.683,2022,9,1,-6.7366,106.866
Serang,jawilan,40.401,59.791,31.81,31.247,Tree Cover,0.677,0.242,39.028,2020,3,1,-6.2887,106.3435
Tebo,tengahilir,55.28,73.007,29.01,95.376,Unknown,0.628,0.853,38.915,2023,4,1,-1.3977,102.6877
Tapanuli Tengah,barus,54.887,124.232,29.35,18.613,Tree Cover,0.754,0.759,33.166,2020,1,1,2.0246,98.4114
Sukabumi,cisaat,37.817,71.929,29.25,618.22,Unknown,0.569,1.487,37.035,2021,6,1,-6.902,106.8898
bogor,cigudeg,63.434,102.127,27.67,309.2,Tree cover,0.76,3.666,36.41,2022,8,1,-6.4937,106.5461
kota bekasi,rawalumbu,55.291,110.806,36.85,27.96,Built-up,0.221,0.131,40.297,2024,1,1,-6.2812,106.9942
jakarta timur,kramatjati,72.238,131.978,39.24,30.295,Built-up,0.229,0.152,41.11,2021,11,1,-6.2763,106.8654
Aceh Timur,iditimur,61.217,96.825,28.58,24.062,Tree Cover,0.607,0.452,38.692857142857136,2023,12,1,4.9107,97.794
Serang,cikande,34.718,53.541,33.27,17.595,Unknown,0.512,0.161,37.061,2022,4,1,-6.1913,106.3541
bogor,sukamakmur,42.029,85.636,29.14,641.209,Tree cover,0.618,5.807,37.956,2023,1,1,-6.5936,107.0201
kota bekasi,bekasiutara,36.528,96.101,38.54,13.259,Built-up,0.215,0.12,37.574,2023,1,1,-6.2074,107.0064
Asahan,meranti,30.438,49.506,30.77,8.326,Tree Cover,0.749,0.131,37.948,2023,9,1,3.0831,99.6191
Bungo,jujuhan,33.016,53.455,30.6,112.573,Unknown,0.576,0.581,29.52,2020,2,1,-1.3106,101.7718
jakarta barat,kalideres,35.951,91.348,39.61,5.258,Built-up,0.196,0.071,37.087,2023,1,1,-6.1346,106.7039
Aceh Jaya,setiabakti,50.857,112.147,26.38,368.43,Unknown,0.788,3.806,37.279,2021,8,1,4.8045,95.6418
Sukabumi,cikembar,50.436,76.853,30.9,343.361,Unknown,0.758,1.984,39.225,2020,3,1,-6.9742,106.7982
Serang,kibin,71.485,119.773,28.77,13.179,Cropland,0.34,0.123,39.319,2021,2,1,-6.1618,106.3157
kota bekasi,bekasibarat,36.433,95.786,38.96,17.765,Built-up,0.195,0.161,37.412,2023,1,1,-6.2336,106.9628
Langkat,secanggang,82.129,143.512,28.55666666666667,4.462,Unknown,0.377,0.065,34.758,2022,12,1,3.8656,98.5411
Pasaman,raoselatan,39.744,67.398,28.27,422.087,Tree Cover,0.622,5.51,36.701,2023,3,1,0.5227,100.0616
Rokan Hilir,simpangkanan,39.432,59.664,29.01,21.35,Unknown,0.642,0.248,34.244,2024,1,1,1.8751,100.382
